drugName	cui	tty
Tanaproget	drugBank04787	Generic_Name
(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid	drugBank03605	Generic_Name
Rezulin	drugBank00197	Brand_Names
Thyrotropic-releasing factor	drugBank00741	Brand_Names
Acamprosate	drugBank00659	Generic_Name
Dexamethazone	drugBank01234	Synonyms
Carboxyacetic acid	drugBank02175	Synonyms
Metoclopramide	drugBank01233	Generic_Name
Pediotic Suspension	drugBank00741	Brand_Names
RU79072	drugBank02762	Generic_Name
Hecto Violet R	drugBank00406	Brand_Names
Nafcillin sodium for injection	drugBank00607	Brand_Names
Jestryl	drugBank00411	Brand_Names
Atromid S	drugBank00636	Brand_Names
amox	drugBank01060	RxList_Link
fludro	drugBank00687	RxList_Link
Dithiane Diol	drugBank01822	Generic_Name
Viosterol	drugBank00153	Brand_Names
Phenetron	drugBank01114	Brand_Names
4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate	drugBank02783	Generic_Name
Midazolam	drugBank00683	Generic_Name
Proscomide	drugBank00462	Brand_Names
Neophyllin	drugBank00651	Brand_Names
S-(3-Iodobenzyl)Glutathione	drugBank04341	Generic_Name
Crisonar	drugBank00231	Brand_Names
Etretinate	drugBank00926	Generic_Name
Luxiqo	drugBank00443	Brand_Names
Ld Norgestrel [French]	drugBank00506	Brand_Names
Serzone	drugBank01149	Brand_Names
Nitroerythrit	drugBank01613	Synonyms
Allvoran	drugBank00586	Brand_Names
paroxetine	drugBank00715	Synonyms
Aminoethyl mercaptan	drugBank00847	Synonyms
Mexate	drugBank00563	Brand_Names
Metsuccimide	drugBank05246	Synonyms
Terazosin HCl	drugBank01162	Synonyms
Lysergic acid diethylamide-25	drugBank04829	Synonyms
5,10-Dideazatetrahydrofolic Acid	drugBank03625	Generic_Name
6-(Methylthio)purine ribonucleoside	drugBank02896	Synonyms
Febridol	drugBank00316	Brand_Names
Pertussin CS Children's Strength	drugBank00514	Brand_Names
Photosensitizing Agents	drugBank00140	Drug_Category
Lasiletten	drugBank00695	Brand_Names
Fursemide	drugBank00695	Synonyms
Sorquad	drugBank00883	Brand_Names
Periactine	drugBank00434	Brand_Names
Tetrafluoroaluminate Ion	drugBank04444	Generic_Name
Urogranoic acid	drugBank00271	Synonyms
Endoxan	drugBank00531	Brand_Names
DHP ether	drugBank00707	Synonyms
Renacor	drugBank00722	Brand_Names
Polyotic	drugBank00759	Brand_Names
(+)-n-methylamphetamine	drugBank01577	Synonyms
Carzonal	drugBank00544	Brand_Names
Ranicux	drugBank00863	Brand_Names
Poly-RX	drugBank00781	Brand_Names
Beta-Estradiol	drugBank00783	Synonyms
1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid	drugBank02316	Generic_Name
Galsulfase	drugBank01279	Generic_Name
Rutoside	drugBank01698	Synonyms
Orabase HCA	drugBank00741	Brand_Names
Riforal	drugBank01045	Brand_Names
Anhiba	drugBank00316	Brand_Names
Nealgyl	drugBank00316	Brand_Names
Antirheumatic Agents	drugBank00005	Drug_Category
Penthiobarbital	drugBank00599	Synonyms
(e)-o-hydroxycinnamic acid	drugBank01650	Synonyms
Cinazyn	drugBank00568	Brand_Names
I-Coeleneterazine	drugBank04146	Generic_Name
Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester	drugBank03233	Generic_Name
Gabapentin	drugBank00996	Generic_Name
dirthromycin	drugBank00954	RxList_Link
2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	drugBank03740	Generic_Name
Humanized antiCD25	drugBank00111	Synonyms
thymalfasin	drugBank04900	Synonyms
Zestoretic	drugBank00722	Brand_Names
Poliuron	drugBank00436	Brand_Names
Retardo	drugBank00914	Brand_Names
Duncaine	drugBank00281	Brand_Names
Formylic acid	drugBank01942	Synonyms
(2S,3S)-3,4-Dimethyl-2-phenylmorpholine	drugBank01579	Synonyms
Neo-Ormonal	drugBank01185	Brand_Names
Stimul	drugBank01230	Brand_Names
Chinine	drugBank00468	Brand_Names
Sandimmune	drugBank00091	Brand_Names
N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide	drugBank02917	Generic_Name
Folacid	drugBank00158	Brand_Names
All-trans-Lutein	drugBank00137	Synonyms
Deoxy TMP	drugBank01643	Synonyms
Ridamyl	drugBank00821	Brand_Names
Abciximab	drugBank00054	Generic_Name
Alclometasone	drugBank00240	Generic_Name
Azithromycin Dihydrate	drugBank00207	Synonyms
Promerane	drugBank00534	Brand_Names
Aristospan	drugBank00620	Brand_Names
Pentolinium	drugBank01090	Generic_Name
Neuraxin	drugBank00423	Brand_Names
Trilone	drugBank00620	Brand_Names
pemoline	drugBank01230	RxList_Link
Cefacetrilo [inn-spanish]	drugBank01414	Synonyms
Scrubteam Surgical Spongebrush	drugBank00756	Brand_Names
Amenorone	drugBank00977	Brand_Names
Sanilvudine	drugBank00649	Synonyms
Artroxicam	drugBank00554	Brand_Names
Aminodarone	drugBank01118	Brand_Names
Neurodyn	drugBank01041	Brand_Names
Serenesil	drugBank00189	Brand_Names
Sedantoinal	drugBank00532	Brand_Names
Nutrasweet	drugBank00168	Brand_Names
4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	drugBank03503	Generic_Name
Lexomil	drugBank01558	Brand_Names
Dipivefrin	drugBank00449	Generic_Name
N,n-diethyl-d-lysergamide	drugBank04829	Synonyms
N-Phthaloylglutamimide	drugBank01041	Synonyms
Lutropin beta chain precursor	drugBank00032	Synonyms
Benzyl-methyl-2-propinylamin	drugBank01626	Synonyms
Vitamin E	drugBank00163	Generic_Name
Accutane	drugBank00755	Brand_Names
Isothazine hydrochloride	drugBank00392	Synonyms
Iso-ursodeoxycholic acid	drugBank01586	Synonyms
diphenoxylate	drugBank01081	RxList_Link
Iphenylhydantoin	drugBank00252	Brand_Names
Buvetzone	drugBank00812	Brand_Names
{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	drugBank03154	Generic_Name
Nitrofurazone	drugBank00336	Generic_Name
Mycinol	drugBank00446	Brand_Names
t-PA	drugBank00009	Synonyms
Bayer Brand of Azlocillin	drugBank01061	Brand_Names
Brumolin	drugBank00682	Brand_Names
Gly	drugBank00145	Synonyms
Levomycetin	drugBank00446	Brand_Names
Ethyl-Trimethyl-Silane	drugBank02265	Generic_Name
beta-Mercaptoethylamine	drugBank00847	Synonyms
Sylvemid	drugBank00321	Brand_Names
idarubicin	drugBank01177	RxList_Link
Ig gamma-2A chain C region, A allele	drugBank00076	Synonyms
Salix	drugBank00695	Brand_Names
Adenine Deoxy Nucleoside	drugBank00640	Synonyms
DTMP	drugBank01643	Synonyms
Fluorodeoxyuridine	drugBank00322	Synonyms
Mercaptyl	drugBank00859	Brand_Names
Benazepril	drugBank00542	Generic_Name
moclobemide	drugBank01171	Synonyms
Nasmil	drugBank01003	Brand_Names
Fibratol	drugBank01241	Brand_Names
Maveral	drugBank00176	Brand_Names
Bristuron	drugBank00436	Brand_Names
Sulfagan	drugBank00263	Brand_Names
Prazepam	drugBank01588	Generic_Name
Dopegyt	drugBank00968	Brand_Names
mepivacaine	drugBank00961	RxList_Link
Solprin acid	drugBank00945	Brand_Names
Chlophedianol	drugBank04837	Generic_Name
Terazol	drugBank00251	Brand_Names
Enflurano [INN-Spanish]	drugBank00228	Synonyms
Carbimazol	drugBank00389	Synonyms
Maxaquin	drugBank00978	Brand_Names
isoproterenol	drugBank01064	RxList_Link
Enterex	drugBank00383	Brand_Names
Tribavirin	drugBank00811	Brand_Names
Quisqualate	drugBank02999	Generic_Name
Dyneric	drugBank00882	Brand_Names
Diclofenac Potassium	drugBank00586	Synonyms
Buffers	drugBank03754	Drug_Category
Pentam 300	drugBank00738	Brand_Names
Suxin	drugBank00593	Brand_Names
Sonapax	drugBank00679	Brand_Names
Alimezine	drugBank01246	Brand_Names
Rilutek	drugBank00740	Brand_Names
1,25-dihydroxycholecalciferol	drugBank00136	Synonyms
Entusil	drugBank00263	Brand_Names
propox	drugBank00647	RxList_Link
Pethanol	drugBank00454	Brand_Names
Ultramidol	drugBank01558	Brand_Names
Morphine Forte	drugBank00295	Brand_Names
Larodopa	drugBank01235	Brand_Names
cytarabine liposome injection	drugBank00987	Synonyms
Dexnorgestrel Acetime	drugBank00957	Synonyms
Dietilestilbestrol	drugBank00255	Synonyms
4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose	drugBank02889	Generic_Name
GW 273293	drugBank00555	Synonyms
Operan	drugBank01165	Brand_Names
Aspartame	drugBank00168	Generic_Name
Nitrong parenteral	drugBank00727	Brand_Names
Amfebutamone	drugBank01156	Synonyms
Raurescin	drugBank01180	Brand_Names
Furacort	drugBank00336	Brand_Names
Anabolex	drugBank02901	Brand_Names
Antacids	drugBank01377	Drug_Category
Sodium quinalbarbitone	drugBank00418	Synonyms
Dextrometorphan	drugBank00514	Synonyms
Tyrimide	drugBank01625	Brand_Names
Metaxan	drugBank00940	Brand_Names
N-(3,3-Diphenylpropyl)-alpha-methylphenethylamine	drugBank04825	Synonyms
Fatoliamid	drugBank00609	Brand_Names
Hytren	drugBank00178	Brand_Names
Lanabiotic	drugBank00281	Brand_Names
Hydromorphinol	drugBank01512	Generic_Name
Protivar	drugBank00621	Brand_Names
Cerebid	drugBank01113	Brand_Names
Anturano	drugBank01138	Brand_Names
Feminone	drugBank00783	Brand_Names
clindamycin	drugBank01190	Synonyms
Ethyl Alcohol & Water, 50%	drugBank00898	Brand_Names
Geocillin	drugBank00415	Brand_Names
Sustason 250	drugBank00624	Brand_Names
Calcium Chloride Dihydrate BP	drugBank01164	Synonyms
Nitro-l-arginine	drugBank04223	Synonyms
Sorbitrate	drugBank00883	Brand_Names
Rhindecon	drugBank00397	Brand_Names
CPIB	drugBank00636	Synonyms
Butanova	drugBank03585	Brand_Names
RPR131247	drugBank02744	Generic_Name
Arasena-A	drugBank00194	Brand_Names
Alpha-ethyltryptamine	drugBank01546	Generic_Name
Deprex	drugBank00472	Brand_Names
Cidofovir	drugBank00369	Generic_Name
Astrazolo	drugBank00263	Brand_Names
GAR-936	drugBank00560	Synonyms
Antibiotic MDL 507	drugBank06149	Synonyms
Centrax	drugBank01588	Brand_Names
Pitocin	drugBank00107	Brand_Names
Cronoformin	drugBank00914	Brand_Names
Isorythm	drugBank00280	Brand_Names
Sklero-tablinene	drugBank00636	Brand_Names
Rizen	drugBank01559	Brand_Names
Verladyn	drugBank00320	Brand_Names
beta-Phenylpropionic acid	drugBank02024	Synonyms
2-Amino-5-Hydroxy-Benzimidazole	drugBank03729	Generic_Name
Disyncram	drugBank00902	Brand_Names
Sanopron	drugBank00420	Brand_Names
Atrovent HFA	drugBank00332	Brand_Names
Osteoporosis Prophylactic	drugBank00481	Drug_Category
Anti-inflammatory, Locally Applied	drugBank01025	Drug_Category
Holodorm	drugBank04833	Brand_Names
Halobetasol	drugBank00596	Brand_Names
Ethyl Dihydrogen Diphosphate	drugBank01798	Generic_Name
Glutamyl Group	drugBank03774	Generic_Name
Austrapen	drugBank00415	Brand_Names
Nicoderm Cq	drugBank00184	Brand_Names
Veroxil	drugBank00808	Brand_Names
NP101	drugBank00669	Synonyms
N-Pyridoxyl-Threonine-5-Monophosphate	drugBank03576	Generic_Name
Salacetin	drugBank00945	Brand_Names
Viroptic	drugBank00432	Brand_Names
L-alpha-Diamino-beta-dithiolactic acid	drugBank00138	Synonyms
Brequinar Analog	drugBank03480	Generic_Name
Clobetasole propionate	drugBank01013	Brand_Names
2,4-Dinitrophenol	drugBank04528	Generic_Name
2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide	drugBank04010	Generic_Name
Trifluoperazine	drugBank00831	Generic_Name
Neozepam	drugBank01595	Brand_Names
Nilutamide [Usan:Ban:Inn]	drugBank00665	Brand_Names
Triflumen	drugBank01021	Brand_Names
Lysodren	drugBank00648	Brand_Names
D-Cysteine	drugBank03201	Generic_Name
Dyflex	drugBank00651	Brand_Names
Demser	drugBank00765	Brand_Names
Kinadion	drugBank01022	Brand_Names
Oxyphenonium	drugBank00219	Generic_Name
Adrenalinum	drugBank00668	Synonyms
Viostdrol	drugBank00153	Brand_Names
Nitrofurantoin	drugBank00698	Generic_Name
Haemostasin	drugBank00668	Brand_Names
S-Selanyl Cysteine	drugBank03049	Generic_Name
Hydromorphone	drugBank00327	Generic_Name
Novo-Methacin	drugBank00328	Brand_Names
Tiagabina [INN-Spanish]	drugBank00906	Synonyms
Digoxin Antidote	drugBank00076	Drug_Category
Asparaginase	drugBank00023	Generic_Name
Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine	drugBank03771	Generic_Name
Proklar	drugBank00576	Brand_Names
Tazidime	drugBank00438	Brand_Names
Atendol	drugBank00335	Brand_Names
Zocor	drugBank00641	Brand_Names
Phosphomycin	drugBank00828	Synonyms
Pipecurium	drugBank01338	Synonyms
Indaflex	drugBank00328	Brand_Names
Transamin	drugBank00302	Brand_Names
Detreomycin	drugBank00446	Brand_Names
Fenelzyna	drugBank00780	Brand_Names
Hetacillin potassium	drugBank00739	Brand_Names
guanethidine	drugBank01170	RxList_Link
2,5-Dideoxy-2,5-Imino-D-Glucitol	drugBank02172	Generic_Name
amevive	drugBank00092	RxList_Link
Haptocil	drugBank00891	Brand_Names
Cefditoren Pivaloyloxymethyl Ester	drugBank01066	Synonyms
Niamidal	drugBank04820	Brand_Names
Zyrlex	drugBank00341	Brand_Names
5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	drugBank03368	Generic_Name
Fucidine	drugBank02703	Brand_Names
Salmotonin	drugBank00017	Synonyms
RB106	drugBank02669	Generic_Name
5-Fluorouracil 1beta-D-ribofuranoside	drugBank01629	Synonyms
Monoket	drugBank01020	Brand_Names
Aleve	drugBank00788	Brand_Names
Atorpic	drugBank01076	Brand_Names
Embichin	drugBank00888	Brand_Names
Androcur	drugBank04839	Brand_Names
Moclamine	drugBank01171	Synonyms
D-am	drugBank01576	Synonyms
Precortilon	drugBank00860	Brand_Names
Arterioflexin	drugBank00636	Brand_Names
Drilltox-Spezial Aglukon	drugBank00431	Brand_Names
Epirenin	drugBank00668	Brand_Names
Mercaleukim	drugBank01033	Brand_Names
Abbolactone	drugBank00421	Brand_Names
Brevinor 28	drugBank00717	Brand_Names
Cyanidanon 4'-Methyl Ether 1626	drugBank01094	Synonyms
Distoval	drugBank01041	Brand_Names
Dionephrine	drugBank00388	Brand_Names
BVDU-MP	drugBank04438	Generic_Name
Psoriacid-s-stift	drugBank00936	Brand_Names
Norestran	drugBank00391	Brand_Names
Urbanyl	drugBank00349	Brand_Names
Viosterol in Oil	drugBank00153	Brand_Names
Hepin	drugBank00513	Brand_Names
(2s)-2-Aminobut-3-Enoicacid	drugBank03214	Synonyms
Anusol HC	drugBank00741	Brand_Names
Nitrous acid, 3-methylbutyl ester	drugBank01612	Synonyms
Corosan	drugBank00975	Brand_Names
3-mercapto-L-Alanine	drugBank00151	Synonyms
Mircol	drugBank01071	Brand_Names
Cyclophosphan	drugBank00531	Brand_Names
IDD552	drugBank02834	Generic_Name
Cytarabinoside	drugBank00987	Synonyms
Xylocaine Dental Ointment	drugBank00281	Brand_Names
Sarisol	drugBank00237	Brand_Names
Cordemcura	drugBank01427	Brand_Names
Momentum	drugBank00316	Brand_Names
FGF-7	drugBank00039	Synonyms
Norvir	drugBank00503	Brand_Names
Methyl beta-d-glucoside	drugBank01642	Brand_Names
Ulcolind	drugBank00502	Brand_Names
P-chlorphentermine hydrochloride	drugBank01556	Synonyms
Omesek	drugBank00338	Brand_Names
Daytrana	drugBank00422	Brand_Names
Kanamycin Sulfate	drugBank01172	Synonyms
Phencen	drugBank01069	Brand_Names
Leucenol	drugBank01055	Synonyms
4-Aminohydrocinnamic Acid	drugBank03210	Generic_Name
2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline	drugBank02427	Generic_Name
Buniodyl	drugBank04814	Brand_Names
3,7-Dihydroxycholan-24-oic acid	drugBank01586	Synonyms
Mesantoin	drugBank00252	Brand_Names
Vagamin	drugBank00940	Brand_Names
Zithrax	drugBank00207	Brand_Names
nicardipine	drugBank00622	RxList_Link
Intromene	drugBank01021	Brand_Names
Manir	drugBank00383	Brand_Names
Oxymetazoline	drugBank00935	Generic_Name
Ilosone	drugBank00199	Brand_Names
Davedax	drugBank00234	Brand_Names
neo-Fat 12	drugBank03017	Brand_Names
1,6-Fructose Diphosphate	drugBank02512	Generic_Name
Meropenemum [INN-Latin]	drugBank00760	Synonyms
5-Phenylsulfanyl-2,4-Quinazolinediamine	drugBank04163	Generic_Name
Diethylpropion HCL	drugBank00937	Synonyms
Delta-cortone	drugBank00635	Brand_Names
Thermazene	drugBank05245	Brand_Names
Luxacor	drugBank01039	Brand_Names
Epatec	drugBank01009	Brand_Names
ethynoc	drugBank00823	RxList_Link
Solocalm	drugBank00554	Brand_Names
Robizon-V	drugBank00812	Brand_Names
2-OXOQUINOLINE	drugBank04745	Generic_Name
oxacillin	drugBank00713	RxList_Link
Melleretten	drugBank00679	Brand_Names
Targocid	drugBank06149	Brand_Names
Josamicina [inn-spanish]	drugBank01321	Synonyms
Cimetag	drugBank00501	Brand_Names
Klort	drugBank00371	Brand_Names
D-camptothecin	drugBank04690	Synonyms
Ser-A-Gen	drugBank00206	Brand_Names
Chrusomykine	drugBank00256	Brand_Names
Novophenicol	drugBank00446	Brand_Names
Testopel Pellets	drugBank00624	Brand_Names
Eparina [DCIT]	drugBank01109	Brand_Names
Moclobemid	drugBank01171	Synonyms
Colazal	drugBank01014	Brand_Names
Albendazole	drugBank00518	Generic_Name
Atracurium	drugBank00732	Generic_Name
Mecodin	drugBank00333	Brand_Names
Serum albumin	drugBank00096	Generic_Name
Pantopan	drugBank00213	Brand_Names
Laxcaps	drugBank04824	Brand_Names
Hydroxychloroquine Sulfate	drugBank00608	Synonyms
N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide	drugBank01934	Generic_Name
Spiretic	drugBank00421	Brand_Names
Etambutolo [DCIT]	drugBank00330	Synonyms
Neazolin	drugBank00263	Brand_Names
Primogyn C	drugBank00977	Brand_Names
Teslac	drugBank00894	Brand_Names
Desfluranum [INN-Latin]	drugBank01189	Synonyms
Bayer Extra Strength Aspirin For Migraine Pain	drugBank00945	Brand_Names
Noctilene	drugBank04833	Brand_Names
Barseb HC	drugBank00741	Brand_Names
Glycerin monoguaiacol ether	drugBank00874	Synonyms
L-Asparagic acid	drugBank00128	Synonyms
Equitar	drugBank00371	Brand_Names
Colemin	drugBank00641	Brand_Names
Humatrope	drugBank00052	Brand_Names
Natural sylvite	drugBank00761	Brand_Names
Hycamptamine	drugBank01030	Brand_Names
Rigenox	drugBank01437	Brand_Names
Ketorolaco [Spanish]	drugBank00465	Synonyms
Drylistan	drugBank01075	Brand_Names
Atrivyl	drugBank00916	Brand_Names
Avirax	drugBank00787	Brand_Names
(+)-camptothecin	drugBank04690	Synonyms
Bonapicillin	drugBank00415	Brand_Names
Celmidol	drugBank01231	Brand_Names
Tyvelose	drugBank04028	Generic_Name
Diphantoin	drugBank00252	Brand_Names
Sensipar	drugBank01012	Brand_Names
Folinic acid-SF	drugBank00650	Brand_Names
D-Lactulose	drugBank00581	Brand_Names
5-Methyl-5,6,7,8-Tetrahydrofolic Acid	drugBank04375	Generic_Name
Chlorocidin C tetran	drugBank00446	Brand_Names
N-Acetylhomotaurine	drugBank00659	Synonyms
Risperdal	drugBank00734	Brand_Names
Soverin	drugBank01075	Brand_Names
Blizzard	drugBank00907	Synonyms
Dobren	drugBank00391	Brand_Names
5-Chloryl-2,4,6-Quinazolinetriamine	drugBank01929	Generic_Name
Cognex	drugBank00382	Brand_Names
Swascol 3L	drugBank00815	Brand_Names
Cloramficin	drugBank00446	Brand_Names
Racepinefrine	drugBank00668	Synonyms
Forene	drugBank00753	Brand_Names
Rufen	drugBank01050	Brand_Names
Alidine	drugBank00913	Brand_Names
Anovule	drugBank00717	Brand_Names
Fadyn	drugBank00927	Brand_Names
Dimenformon	drugBank00783	Brand_Names
Cevi-Bid	drugBank00126	Brand_Names
Agoncal	drugBank00162	Brand_Names
Perlankrol L	drugBank00815	Brand_Names
17-beta-Hydroxy-17-alpha-1,4-androstadien-3-one	drugBank01541	Synonyms
Eposin	drugBank00773	Brand_Names
erythro-L-Isoleucine	drugBank00167	Synonyms
Tubocin	drugBank01045	Brand_Names
Miroseryn	drugBank00260	Brand_Names
Standapol WAQ-LC	drugBank00815	Brand_Names
Monisid	drugBank01020	Brand_Names
Beta-glucocerebrosidase	drugBank00053	Synonyms
N-benzyl-beta-(isonicotinylhydrazino)propionamide	drugBank04820	Synonyms
Palmitate	drugBank03796	Synonyms
Hema BP-38	drugBank01390	Brand_Names
Kendall's compound F	drugBank00741	Brand_Names
lexiva	drugBank01319	RxList_Link
Alert-Pep	drugBank00201	Brand_Names
Collomide	drugBank00259	Brand_Names
Taxotere	drugBank01248	Brand_Names
Furantril	drugBank00695	Brand_Names
Ophthetic	drugBank00807	Brand_Names
Condylon	drugBank01394	Brand_Names
Ethyl Aminobenzoate	drugBank01086	Synonyms
Aquareduct	drugBank00421	Brand_Names
Demetraclin	drugBank00618	Brand_Names
Ketolar	drugBank01221	Brand_Names
Gemifloxacin mesilate	drugBank01155	Synonyms
Oxiconazole Nitrate	drugBank00239	Synonyms
2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	drugBank01782	Generic_Name
Tranquinal	drugBank00404	Brand_Names
Rau-Sed	drugBank00206	Brand_Names
Arsenic Oxidearsenous Trioxide	drugBank01169	Synonyms
Tevcocin	drugBank00446	Brand_Names
Bonibal	drugBank00822	Brand_Names
Adrenergic Agents	drugBank00182	Drug_Category
Ara-a Triphosphate	drugBank00194	Synonyms
2-HYDROXY-3,5-DIIODOBENZOIC ACID	drugBank04674	Generic_Name
Streptothricin B	drugBank00452	Synonyms
Apo-Temazepam	drugBank00231	Brand_Names
Intolex	drugBank00436	Brand_Names
{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid	drugBank04285	Generic_Name
Pimelic Acid	drugBank01856	Generic_Name
Phenmetrazine hydrochloride	drugBank00830	Brand_Names
